text,position
"Such research focuses on the additional 
benefits of green roofs to the preservation of biodiversity and food production.","{'entities': [(53, 64, 'SUSTECH')]}"
"initialise  dialogue  with  policy  makers  and  stakeholders  in 
order to activate the process whereby green roofs are integrated in building and planning 
policy documents, initiatives and incentives.","{'entities': [(105, 116, 'SUSTECH')]}"
"Already the LifeMedGreenRoof project is working on developing a green roof standard for 
Malta.","{'entities': [(64, 74, 'SUSTECH')]}"
"The scope of the Maltese green 
roof standard is  to guarantee  that green roofs are installed appropriately,  minimising the 
chances of failures.","{'entities': [(69, 80, 'SUSTECH')]}"
"who 
construct green roofs very similar to the PV panel incentives in Malta.","{'entities': [(15, 26, 'SUSTECH')]}"
"Such incentives are usually determined either by area of green 
roof constructed (sum of subsidy per m2 of green roof) or less commonly, by reimbursing 
the calculated percentage of costs of construction or construction and design.","{'entities': [(107, 117, 'SUSTECH')]}"
"which  would  guarantee  the 
existence and performance of the green roof.","{'entities': [(63, 73, 'SUSTECH')]}"
"The voluntary adoption of green roofs through the scheme 
","{'entities': [(26, 37, 'SUSTECH')]}"
"They can encourage the adoption of green roofs in specific target areas  
","{'entities': [(35, 46, 'SUSTECH')]}"
The area of green roofs constructed is proportionate to the benefits gained,"{'entities': [(12, 23, 'SUSTECH')]}"
"Systems like green roofs which absorb storm water and reduce the storm 
water  run-off from impervious surfaces earn  reductions on fees based on water disposal.","{'entities': [(13, 24, 'SUSTECH')]}"
Water from a green roof is,"{'entities': [(13, 23, 'SUSTECH')]}"
"Such indirect incentives encourage the voluntary installation of green roofs through 

","{'entities': [(65, 76, 'SUSTECH')]}"
Incorporating green roofs  within  development,"{'entities': [(14, 25, 'SUSTECH')]}"
regulations ensures the increase in green roof area.,"{'entities': [(36, 46, 'SUSTECH')]}"
"The type of green roofs to be constructed should relate  to the targets and benefits to be 
reached.","{'entities': [(12, 23, 'SUSTECH')]}"
"The incorporation of green roofs into building regulations should result in:  

","{'entities': [(21, 32, 'SUSTECH')]}"
"The incorporation of green roofs in building regulations may also incur new challenges 

","{'entities': [(21, 32, 'SUSTECH')]}"
Green roof policies worldwide,"{'entities': [(0, 10, 'SUSTECH')]}"
"Green roof situation globally including policies and regulations (greenroofs.com, 2016):","{'entities': [(0, 10, 'SUSTECH')]}"
"Green roof stock 
total m2 (2014)","{'entities': [(0, 10, 'SUSTECH')]}"
"1,250,000 
 
 
3,700,000 
 

Green roofs 
new/year m2","{'entities': [(29, 40, 'SUSTECH')]}"
Table 1 Source: European Federation of Green Roofs and Walls - EFB 2015,"{'entities': [(39, 50, 'SUSTECH')]}"
"the 
increase in green roof cover.","{'entities': [(17, 27, 'SUSTECH')]}"
"However, these initiatives allow for the 
increase in number and area of green roofs over a specific territory.","{'entities': [(73, 84, 'SUSTECH')]}"
"In  addition,  all  Municipality 
buildings have to have a green roof installed.","{'entities': [(59, 69, 'SUSTECH')]}"
Since 2010 they have included green roofs in,"{'entities': [(30, 41, 'SUSTECH')]}"
"Strategies with reference to green roofs include the waste water plan 2008, Climate plan 
2009,2012,","{'entities': [(29, 40, 'SUSTECH')]}"
"The strategy for 
biodiversity also makes reference to green roofs.","{'entities': [(55, 66, 'SUSTECH')]}"
"Today the City of Copenhagen has more 
than 40 green roofs.","{'entities': [(47, 58, 'SUSTECH')]}"
"the  sum  of  €12,366,490.00  has  been  paid  in 
subsidies resulting in the greening of circa 825,000m2 of green roofs.","{'entities': [(109, 120, 'SUSTECH')]}"
"The  City 
Drainage Corporation conducts tests to confirm the performance 
of the green roofs installed and the subsidy applied.","{'entities': [(82, 93, 'SUSTECH')]}"
"researchers  from  the  Technical  University  of  Berlin  examined  the 
ecological benefits of green roofs while the population pressed for 
more environmentally friendly approach to town planning.","{'entities': [(97, 108, 'SUSTECH')]}"
"would  have  a 
weighting factor of 0.0 and green roof 0.7/m2.","{'entities': [(44, 54, 'SUSTECH')]}"
"Where  land  use  was  incompatible  with  open  space 
development, green roofs were seen as an obvious solution.","{'entities': [(69, 80, 'SUSTECH')]}"
"plan  and  the  provision  of  financial  support  for  the 
implementation of green roofs.","{'entities': [(79, 90, 'SUSTECH')]}"
"Initially  the  Programmeme  was  met  with  scepticism  because  of 
the high installation costs of the green roof.","{'entities': [(105, 115, 'SUSTECH')]}"
"Initially  contractors  tried  to  work  around  the  first 
green roofs, however at present this topic is no longer a matter of 
debate  and  building  plans  submitted  often  have  green  roofs 
already incorporated.","{'entities': [(61, 72, 'SUSTECH')]}"
"The focus on green roofs was 
promoted by the Zurich University of Applied Sciences in Wadensil 
which influenced decision makers  in Basel to amend the building","{'entities': [(13, 24, 'SUSTECH')]}"
"which  covered  the 
expenses related to the green roof scheme.","{'entities': [(45, 55, 'SUSTECH')]}"
"In densely built-up areas, where parks and other green areas were 
impossible to construct, green roofs were a viable option.","{'entities': [(92, 103, 'SUSTECH')]}"
regulations ensured a wide uptake of the green roof technology.,"{'entities': [(41, 51, 'SUSTECH')]}"
"Because  stakeholders  were  involved  in  the  drafting  of  the 
whole process objections to installing green roofs were limited.","{'entities': [(106, 117, 'SUSTECH')]}"
"In 
Basel 
to 
regulations 
encourage  the  integration  of  biodiversity  while guaranteeing  the 
insulation performance of the green roofs.","{'entities': [(130, 141, 'SUSTECH')]}"
"In total, 135 residences and businesses applied for the green roof 
subsidy  resulting  in","{'entities': [(56, 66, 'SUSTECH')]}"
"Toronto is the first City in North America to have a bylaw to require 
and govern the construction of green roofs on new development.","{'entities': [(102, 113, 'SUSTECH')]}"
"The  Guidelines 
cover both construction and maintenance of green roofs.","{'entities': [(60, 71, 'SUSTECH')]}"
"From 2010 to 2014, 300 green roof permits have been issued for a 
total  of  250,000  m2  of  green  roofs.","{'entities': [(23, 33, 'SUSTECH')]}"
The programme uses fees paid by developers to fund green roofs,"{'entities': [(51, 62, 'SUSTECH')]}"
Local policies supporting green roof initiatives,"{'entities': [(26, 36, 'SUSTECH')]}"
Already policies exist which could influence the uptake of green roofs locally.,"{'entities': [(59, 70, 'SUSTECH')]}"
"The roof area should be exploited for recreational purposes as well as for the 
integration of green measures, notably the development of green roofs/roof 
gardens and the provision of PV modules, in line with the provisions in Guidance 
G25.","{'entities': [(138, 149, 'SUSTECH')]}"
Green roof policies for Malta,"{'entities': [(0, 10, 'SUSTECH')]}"
"Although existing local policies do allow for the integration of green roofs within the urban 
fabric,  generally,  the  policies  in  themselves","{'entities': [(65, 76, 'SUSTECH')]}"
"Misconceptions  are  difficult  to  correct  without  an  intensive 
education/information programme and the cost of installing a green roof is prohibitive for 
many;  however,","{'entities': [(130, 140, 'SUSTECH')]}"
"However, policies, regulations and incentives are needed to encourage the 
development of green roof technology as sporadic private interest cannot be relied on.","{'entities': [(90, 100, 'SUSTECH')]}"
The implementation of green roofs in Malta can be achieved through the following tools:,"{'entities': [(22, 33, 'SUSTECH')]}"
"As the benefits of green roofs are realised and the technology becomes widely 
implemented  the  cost  of  green  roof  installation","{'entities': [(19, 30, 'SUSTECH')]}"
overcome hurdles that would otherwise discourage the adoption of green roof technology.,"{'entities': [(65, 75, 'SUSTECH')]}"
"Alternatively, green roof construction could make part of other funding  Programmes","{'entities': [(15, 25, 'SUSTECH')]}"
"36: 

 
Green roofs would qualify for such incentives as would other types of green infrastructure 
including water reservoirs and permeable surfaces.","{'entities': [(8, 19, 'SUSTECH')]}"
reflected by the fact that green roofs are not installed.,"{'entities': [(27, 38, 'SUSTECH')]}"
"Where  applicants  do 
consider the inclusion of green roofs they are either discouraged by the lack of availability 
of materials or discouraged by the architect due to lack of consciousness and knowledge.","{'entities': [(49, 60, 'SUSTECH')]}"
"Although no planning permits are needed to construct a green roof (depending on specific 
cases),  planning  permits","{'entities': [(55, 65, 'SUSTECH')]}"
"so  as  to  avoid 
disincentivising green roof technology.","{'entities': [(36, 46, 'SUSTECH')]}"
"that 
incorporate green roofs and other green infrastructure such as:  

  Fast tracking of the planning application and the  
  Waiving of a percentage of planning fees.","{'entities': [(18, 29, 'SUSTECH')]}"
As such the installation of green roofs could also be imposed on the size of roof,"{'entities': [(28, 39, 'SUSTECH')]}"
"By introducing green roofs on public buildings 
an  example  is set.","{'entities': [(15, 26, 'SUSTECH')]}"
"Other structures particularly suited to be retrofitted to 
install green roofs should be encouraged to do so.","{'entities': [(67, 78, 'SUSTECH')]}"
"Different ministries, local councils and agencies need  to ensure 
that relevant policies are encouraged which would popularise green roof technology.","{'entities': [(128, 138, 'SUSTECH')]}"
"Special events can be organised  to highlight 
these roofs and illustrate the benefits that green roofs pose to both the owner and society.","{'entities': [(92, 103, 'SUSTECH')]}"
"which 
could damage the reputation of green roof technology, it is important that any incentives 
offered  are  linked  to  green  roof  construction  standards.","{'entities': [(38, 48, 'SUSTECH')]}"
"Green roofs are a means of mitigating the 
issues  experienced  in  urban  areas,","{'entities': [(0, 11, 'SUSTECH')]}"
"so  as  to 
increase the number of green roofs on a national scale.","{'entities': [(35, 46, 'SUSTECH')]}"
"It should be understood that the 
larger  the surface  area  covered by green roofs","{'entities': [(72, 83, 'SUSTECH')]}"
"By adopting 
policies outlined in this document, it is likely that attitudes are influenced resulting in the 
uptake of green roof technology.","{'entities': [(120, 130, 'SUSTECH')]}"
"establish  an 
effective way forward which would help in the implementation of green roofs over a wide 
territory to combat climate change and meet energy targets.","{'entities': [(79, 90, 'SUSTECH')]}"
"Green roofs offer many benefits and are one of the main features within sustainable urban 
environments.","{'entities': [(0, 11, 'SUSTECH')]}"
"Unfortunately, in Malta green roof 
technology  still  lags  behind  other  European  countries","{'entities': [(24, 34, 'SUSTECH')]}"
"The project has also demonstrated that green roofs are effective at 
reducing water run-off from roofs, mitigating flooding.","{'entities': [(39, 50, 'SUSTECH')]}"
"So as to encourage the dissemination of green roof technology, it is important that it (green 
roof  technology)  is  encouraged  over  a  wider  territory  through  grants,  policies  and 
incentives.","{'entities': [(40, 50, 'SUSTECH')]}"
"The  installation  of  demonstration 
green roofs on government and other public buildings will help to encourage the uptake of 
the technology by corporate bodies as well as by the general public.","{'entities': [(38, 49, 'SUSTECH')]}"
"For green roofs to be 
effective,  there  needs  to","{'entities': [(4, 15, 'SUSTECH')]}"
"Effects of plant and substrate selection on thermal performance of 
green roofs during the summer..","{'entities': [(68, 79, 'SUSTECH')]}"
"Green roof performance towards management of runoff water 
quantity and qualtiy:","{'entities': [(0, 10, 'SUSTECH')]}"
Analysis of stormwater retention of green roofs.,"{'entities': [(36, 47, 'SUSTECH')]}"
"Establishing Green Roof Infrastructrue Through Environemntal 
Policy Instruments.","{'entities': [(13, 23, 'SUSTECH')]}"
"Green roofs, Copenhagen, Copenhagen: Københavns Kommune.","{'entities': [(0, 11, 'SUSTECH')]}"
"Growing Green Guide - Green Roofs, Walls and Facades 
Policy Options background Paper.pdf.","{'entities': [(22, 33, 'SUSTECH')]}"
Making Green Roofs Happen.,"{'entities': [(7, 18, 'SUSTECH')]}"
Planting green roofs and living walls.,"{'entities': [(9, 20, 'SUSTECH')]}"
"Green Roof Technology, 2016.","{'entities': [(0, 10, 'SUSTECH')]}"
